Gene	Gene synonym	Ensembl	Uniprot	Subcellular main location
TRIM34	RNF21	ENSG00000258659	Q9BYJ4	Centrosome
TRIM38	RNF15, RORET	ENSG00000112343	O00635	Centrosome
TRIM6-TRIM34		ENSG00000258588		Centrosome
TRPV3	VRL3	ENSG00000167723	Q8NET8	Plasma membrane
TSEN2	MGC2776, SEN2, SEN2L	ENSG00000154743	Q8NCE0	Nucleoplasm
TTC30A	FLJ13946, IFT70A	ENSG00000197557	Q86WT1	Nucleoplasm, Centrosome
TTC30B	fleer, FLJ30990, IFT70B	ENSG00000196659	Q8N4P2	Nucleoplasm
TTC39A	C1orf34, DEME-6, KIAA0452	ENSG00000085831	Q5SRH9	Centrosome
TTC6	C14orf25, NCRNA00291	ENSG00000139865	Q86TZ1	Centrosome
TTI2	C8orf41, FLJ23263	ENSG00000129696	Q6NXR4	Centrosome
TUBGCP2	GCP2, SPBC97, Spc97p	ENSG00000130640	Q9BSJ2	Nucleoplasm, Centrosome
TUBGCP4	76P, FLJ14797	ENSG00000137822	Q9UGJ1	Centrosome
TUBGCP5	GCP5, KIAA1899	ENSG00000275835	Q96RT8	Centrosome, Cytosol
TWSG1	TSG	ENSG00000128791	Q9GZX9	Centrosome, Cytosol
TXLNA	DKFZp451J0118	ENSG00000084652	P40222	Cytosol
TYSND1	MGC34695, NET41	ENSG00000156521	Q2T9J0	Nucleoplasm, Centrosome
UBA3	hUba3, NAE2, UBE1C	ENSG00000144744	Q8TBC4	Plasma membrane, Cytosol
UBE2Q1	NICE-5, PRO3094, UBE2Q	ENSG00000160714	Q7Z7E8	Nucleoplasm
UBL3	DKFZP434K151, FLJ32018, HCG-1, PNSC1	ENSG00000122042	O95164	Centrosome
UBR4	KIAA0462, KIAA1307, RBAF600, ZUBR1	ENSG00000127481	Q5T4S7	Nucleoplasm
UBXN2A	UBXD4	ENSG00000173960	P68543	Centrosome
UGP2	UGP1, UGPP1	ENSG00000169764	Q16851	Centrosome, Mitochondria
UNC5CL	MGC34763, ZUD	ENSG00000124602	Q8IV45	Centrosome
USF3	KIAA2018	ENSG00000176542	Q68DE3	Nucleoplasm, Nucleoli
USP38	HP43.8KD, KIAA1891	ENSG00000170185	Q8NB14	Nucleoplasm
VCPIP1	DUBA3, FLJ23132, KIAA1850, VCIP135	ENSG00000175073	Q96JH7	Plasma membrane
VPS25	DERP9, EAP20, MGC10540	ENSG00000131475	Q9BRG1	Centrosome
VPS37A	FLJ32642, HCRP1, PQBP2, SPG53	ENSG00000155975	Q8NEZ2	Vesicles
WDR83	MORG1	ENSG00000123154	Q9BRX9	Vesicles
WNT11		ENSG00000085741	O96014	Cytosol
ZBED1	ALTE, DREF, hDREF, KIAA0785, TRAMP	ENSG00000214717	O96006	Nucleoplasm
ZBTB24	BIF1, KIAA0441, PATZ2, ZNF450	ENSG00000112365	O43167	Nucleoplasm
ZFAND1	FLJ14007	ENSG00000104231	Q8TCF1	Centrosome, Cytosol
ZFP90	KIAA1954, NK10, ZNF756	ENSG00000184939	Q8TF47	Vesicles, Plasma membrane, Centrosome
ZNF112	ZFP112, ZNF228	ENSG00000062370	Q9UJU3	Centrosome
ZNF12	GIOT-3, KOX3, ZNF325	ENSG00000164631	P17014	Nucleoplasm
ZNF121	D19S204, ZHC32, ZNF20	ENSG00000197961	P58317	Nucleoplasm, Centrosome
ZNF274	ZKSCAN19, ZSCAN51	ENSG00000171606	Q96GC6	Nucleoplasm
ZNF280D	FLJ20086, SUHW4, ZNF634	ENSG00000137871	Q6N043	Nucleoplasm, Cytosol
ZNF296	ZNF342	ENSG00000170684	Q8WUU4	Nucleoplasm
ZNF322	bA457M11.2, bA457M11.3, HCG12, ZNF322A, ZNF388, ZNF489	ENSG00000181315	Q6U7Q0	Nucleoplasm
ZNF616	MGC45556	ENSG00000204611	Q08AN1	Centrosome
ZNF620	MGC50836	ENSG00000177842	Q6ZNG0	Centrosome
ZNF677	MGC48625	ENSG00000197928	Q86XU0	Nucleoplasm
ZNF747	MGC2474	ENSG00000169955	Q9BV97	Centrosome, Cytosol
ZNF766		ENSG00000196214	Q5HY98	Centrosome
ZNF780A	ZNF780	ENSG00000197782	O75290	Nucleoplasm
ZNF780B	ZNF779	ENSG00000128000	Q9Y6R6	Nucleoplasm
